vmID,Read_Iops,Write_Iops,Read_Latency,Write_Latency,Memory,CPU_Cores,Location,B&R_Location,Cloud_%,OnPrem_%,Reliability_%,Cost_$,Policy_Num
VM-54,152,166,42,23,7168,65,New York,Arkansas,3,97,100,68448,6
VM-60,100,132,58,58,9216,65,Georgia,Massachusetts,97,3,97,69296,6
VM-52,155,120,58,57,9216,51,Virginia,Delaware,98,2,98,62225,6
VM-55,128,149,30,20,9216,56,New Mexico,California,48,52,91,69917,6
VM-60,138,106,59,50,8192,55,Kentucky,North Dakota,46,54,95,66110,6
VM-58,154,125,13,62,8192,56,Missouri,Minnesota,13,87,95,66405,6
VM-52,158,161,16,51,8192,56,Hawaii,Rhode Island,2,98,98,65414,6
VM-58,147,132,23,35,8192,50,Tennessee,New Mexico,84,16,91,65380,6
VM-53,106,160,23,21,9216,57,Wisconsin,Vermont,44,56,96,69705,6
VM-57,121,105,30,24,8192,51,Rhode Island,Minnesota,19,81,97,60701,6
VM-55,132,105,36,33,7168,65,Connecticut,South Carolina,7,93,96,62609,6
VM-60,171,122,14,13,8192,59,Washington,Nevada,42,58,98,60389,6
VM-59,167,117,63,14,7168,56,Idaho,Nevada,1,99,91,68074,6
VM-55,163,162,32,30,7168,62,New Mexico,West Virginia,77,23,96,64863,6
VM-55,118,127,54,50,7168,55,Missouri,New Hampshire,82,18,90,62338,6
VM-56,148,162,57,30,8192,63,Kansas,New Jersey,99,1,92,65686,6
VM-59,156,131,59,18,7168,57,Arkansas,Ohio,33,67,99,61105,6
VM-55,124,107,45,57,7168,64,Delaware,Louisiana,53,47,98,61454,6
VM-56,126,101,72,36,9216,61,Alaska,Wisconsin,61,39,100,62425,6
VM-56,123,126,35,47,9216,50,Wisconsin,Delaware,16,84,90,65993,6
VM-57,120,119,14,39,8192,62,Alaska,Illinois,70,30,92,68630,6
VM-56,107,168,3,33,8192,61,Indiana,Nebraska,91,9,100,61413,6
VM-56,141,104,61,38,7168,65,California,Massachusetts,86,14,99,65822,6
VM-53,124,117,55,38,9216,50,Ohio,Rhode Island,40,60,92,63106,6
VM-59,175,144,56,23,9216,50,Kansas,Texas,72,28,95,63699,6
VM-60,142,129,73,41,9216,65,New York,Missouri,22,78,95,65256,6
VM-59,126,153,48,41,8192,63,Delaware,Illinois,73,27,95,66913,6
VM-51,167,117,16,70,9216,57,Wisconsin,Iowa,76,24,100,62601,6
VM-58,101,129,75,55,8192,53,Minnesota,Pennsylvania,39,61,97,63529,6
VM-53,151,110,44,61,8192,55,Connecticut,Kansas,15,85,90,62901,6
VM-51,141,114,43,10,9216,63,Ohio,Kansas,94,6,91,64902,6
VM-54,116,146,18,42,7168,60,Virginia,West Virginia,46,54,98,67906,6
VM-51,104,166,43,31,7168,60,Kentucky,Texas,44,56,99,64352,6
VM-60,101,165,74,69,8192,50,Utah,Kentucky,49,51,95,62708,6
VM-60,157,104,60,5,8192,65,Indiana,Arizona,2,98,93,68439,6
VM-54,107,163,69,21,9216,63,California,Arkansas,50,50,92,65670,6
VM-54,120,163,6,3,9216,59,Missouri,West Virginia,90,10,100,62241,6
VM-51,122,157,15,69,7168,50,Vermont,Kansas,75,25,92,62063,6
VM-55,172,125,75,61,8192,63,New Jersey,Delaware,78,22,93,63116,6
VM-55,146,101,41,52,9216,51,Wyoming,Minnesota,20,80,100,67854,6
VM-55,104,120,18,48,9216,55,New Jersey,Pennsylvania,5,95,95,61683,6
VM-54,151,129,34,31,9216,52,Michigan,Montana,91,9,98,61189,6
VM-56,126,168,26,16,9216,54,Utah,Pennsylvania,20,80,99,60631,6
VM-51,168,168,38,64,9216,63,Iowa,Rhode Island,53,47,98,63772,6
VM-53,152,165,8,57,7168,62,Arizona,Montana,52,48,99,64344,6
VM-57,117,161,23,12,9216,55,Florida,South Dakota,64,36,97,61795,6
VM-51,173,158,52,14,7168,59,North Dakota,Alabama,15,85,100,60067,6
VM-53,168,171,71,74,8192,65,Oklahoma,New York,9,91,96,61955,6
VM-54,148,123,32,40,8192,62,Illinois,Texas,36,64,96,66342,6
VM-52,108,169,38,29,7168,50,Mississippi,Tennessee,36,64,92,69878,6
VM-60,146,136,65,4,9216,53,Washington,Rhode Island,49,51,100,68326,6
VM-60,130,167,64,64,7168,62,Colorado,Michigan,25,75,95,65504,6
VM-58,133,142,4,65,9216,60,Kansas,Connecticut,25,75,99,60082,6
VM-53,166,114,14,1,9216,64,Arkansas,Oklahoma,37,63,99,69177,6
VM-56,123,167,12,45,7168,64,Iowa,Ohio,89,11,96,61153,6
VM-58,123,156,30,65,9216,52,Idaho,North Dakota,28,72,90,67795,6
VM-51,156,100,14,48,8192,57,Hawaii,Oklahoma,12,88,94,69171,6
VM-52,103,128,35,43,9216,65,North Carolina,Alabama,15,85,93,65567,6
VM-51,110,117,21,26,8192,63,Illinois,Arkansas,25,75,96,63897,6
VM-59,135,100,4,8,7168,62,Kentucky,Delaware,77,23,96,63327,6
VM-54,135,124,26,62,8192,58,North Dakota,Indiana,60,40,90,61925,6
VM-60,134,101,5,21,9216,65,Iowa,California,18,82,91,66794,6
VM-51,129,107,6,32,9216,65,Pennsylvania,Arizona,47,53,97,63137,6
VM-59,116,157,53,37,7168,58,Georgia,New Hampshire,55,45,100,61401,6
VM-55,125,173,9,8,9216,64,Missouri,Louisiana,54,46,92,67919,6
VM-58,162,172,64,8,7168,64,Maryland,Kansas,17,83,92,68260,6
VM-55,152,113,64,42,8192,59,Georgia,North Dakota,50,50,97,67145,6
VM-58,132,175,5,72,7168,57,South Dakota,Alaska,45,55,98,62365,6
VM-55,119,110,42,34,8192,64,Texas,North Dakota,12,88,100,66870,6
VM-59,131,111,57,23,7168,54,California,Utah,53,47,90,63068,6
VM-59,138,155,58,40,8192,64,Virginia,Vermont,48,52,93,67184,6
VM-54,136,105,56,11,9216,51,Minnesota,Colorado,85,15,98,66948,6
VM-60,173,143,72,70,8192,60,Maryland,Virginia,31,69,99,69950,6
VM-60,113,152,6,13,9216,54,Arkansas,Louisiana,65,35,99,62155,6
VM-57,148,124,10,74,7168,54,Wisconsin,Arkansas,93,7,93,62264,6
VM-54,121,136,33,44,7168,61,Georgia,Nevada,3,97,92,60193,6
VM-51,113,160,18,53,9216,56,Maryland,California,9,91,94,62031,6
VM-53,142,144,9,60,9216,58,Arkansas,Oklahoma,66,34,93,61731,6
VM-53,114,108,28,24,9216,64,Michigan,North Dakota,11,89,99,66537,6
VM-59,129,167,2,19,8192,52,South Dakota,South Dakota,89,11,95,67841,6
VM-53,167,102,19,47,7168,64,Kentucky,Virginia,15,85,93,66222,6
VM-54,143,111,47,6,7168,61,New Hampshire,Wyoming,26,74,97,66575,6
VM-58,155,175,75,25,8192,55,Massachusetts,South Dakota,28,72,91,62000,6
VM-56,126,173,51,7,9216,64,New York,Kansas,8,92,100,64056,6
VM-55,137,134,71,57,8192,61,Iowa,Mississippi,31,69,90,68423,6
VM-60,167,167,57,27,9216,65,West Virginia,South Dakota,68,32,96,69381,6
VM-57,124,134,39,36,8192,55,West Virginia,Oklahoma,47,53,93,64761,6
VM-56,104,115,21,9,9216,64,Illinois,North Dakota,95,5,92,64990,6
VM-59,128,131,73,58,7168,64,Michigan,Arizona,95,5,97,63622,6
VM-56,143,161,67,1,7168,52,Alaska,Iowa,54,46,99,64425,6
VM-55,164,147,72,8,8192,57,Hawaii,Illinois,85,15,90,65209,6
VM-53,139,132,6,18,9216,63,New Mexico,Maine,42,58,90,67060,6
VM-60,100,172,15,23,9216,64,New Hampshire,New Mexico,51,49,93,64159,6
VM-55,164,133,31,59,9216,51,Hawaii,California,16,84,91,60302,6
VM-52,112,130,4,34,8192,62,Kansas,Ohio,96,4,99,67715,6
VM-56,138,114,74,47,8192,65,West Virginia,West Virginia,37,63,96,66060,6
VM-58,120,147,23,33,9216,65,North Dakota,Alaska,99,1,95,66199,6
VM-54,156,129,27,20,7168,58,Utah,Maryland,56,44,94,68152,6
VM-59,130,111,31,9,8192,56,Minnesota,West Virginia,87,13,100,66418,6
VM-56,154,148,23,68,9216,51,Iowa,Missouri,19,81,95,69100,6
VM-60,139,126,40,14,8192,51,Louisiana,North Dakota,35,65,95,66279,6
VM-56,115,125,58,62,7168,62,Washington,Vermont,76,24,92,61947,6
VM-57,136,167,75,21,7168,52,Arizona,New Hampshire,29,71,96,68849,6
VM-56,104,128,20,17,8192,64,Kansas,New Hampshire,13,87,91,62962,6
VM-60,175,157,15,43,9216,56,Arkansas,South Dakota,64,36,95,60663,6
VM-54,162,172,36,47,8192,51,Arkansas,Minnesota,24,76,94,63339,6
VM-60,113,129,13,5,7168,50,Arkansas,Virginia,68,32,91,62336,6
VM-58,129,142,1,51,8192,61,Georgia,Idaho,34,66,97,61373,6
VM-60,104,128,63,3,8192,63,Michigan,Vermont,98,2,92,67702,6
VM-59,175,140,43,19,7168,54,Florida,Indiana,31,69,97,65802,6
VM-53,102,172,19,16,9216,50,Nevada,New Hampshire,4,96,98,68858,6
VM-54,172,137,24,3,7168,50,Wyoming,Idaho,15,85,97,61702,6
VM-54,170,103,28,3,7168,65,Ohio,Montana,15,85,91,66213,6
VM-54,171,115,62,3,9216,59,Pennsylvania,Oklahoma,83,17,92,69951,6
VM-51,101,148,38,24,7168,52,Arizona,Illinois,55,45,94,61294,6
VM-56,136,142,15,32,8192,65,Utah,Texas,10,90,90,67858,6
VM-55,135,120,18,3,8192,53,South Dakota,North Carolina,3,97,95,62887,6
VM-59,100,132,64,45,7168,54,Mississippi,Alaska,57,43,100,60617,6
VM-54,106,137,67,44,8192,51,Louisiana,Vermont,27,73,98,69923,6
VM-59,148,157,2,22,9216,50,Nebraska,Oregon,7,93,94,65022,6
VM-58,126,120,56,68,8192,64,Rhode Island,Texas,99,1,90,61206,6
VM-57,170,153,27,20,8192,63,Iowa,Nebraska,24,76,91,61305,6
VM-57,154,115,35,72,9216,52,Alaska,Minnesota,92,8,96,61743,6
VM-55,170,120,50,15,9216,61,Oklahoma,Georgia,91,9,96,60078,6
VM-53,171,120,53,32,7168,65,Oregon,Utah,80,20,92,66322,6
VM-59,122,107,60,17,8192,50,West Virginia,Rhode Island,70,30,93,60762,6
VM-54,119,112,52,41,7168,63,Maryland,Alabama,9,91,92,63081,6
VM-54,114,121,31,41,8192,55,Mississippi,Georgia,81,19,97,64442,6
VM-59,111,164,46,71,7168,56,West Virginia,Nevada,64,36,97,60523,6
VM-51,151,145,15,61,7168,54,Colorado,Connecticut,39,61,93,68510,6
VM-59,119,165,42,17,8192,57,Arizona,Virginia,99,1,93,61123,6
VM-58,143,138,18,51,7168,61,Colorado,Oklahoma,50,50,93,69435,6
VM-60,114,119,27,26,9216,60,Montana,Washington,41,59,93,62220,6
VM-58,155,112,23,59,9216,53,New Mexico,Alaska,87,13,90,65511,6
VM-58,162,156,61,55,7168,52,Kentucky,Oklahoma,95,5,95,65274,6
VM-53,103,107,69,11,7168,59,Texas,Minnesota,21,79,95,65757,6
VM-59,154,136,70,34,9216,61,Tennessee,Kansas,34,66,96,67873,6
VM-59,137,137,74,36,9216,50,Wisconsin,South Carolina,20,80,95,61085,6
VM-59,109,161,73,54,7168,61,Idaho,Nebraska,37,63,90,61749,6
VM-57,140,162,70,20,8192,56,Iowa,Vermont,98,2,95,68576,6
VM-53,175,143,20,5,7168,59,Alaska,South Carolina,7,93,98,63949,6
VM-51,148,134,27,27,8192,56,Connecticut,Massachusetts,43,57,99,65513,6
VM-56,168,147,13,41,7168,65,New York,Iowa,37,63,99,65703,6
VM-53,115,147,17,22,8192,64,Colorado,Pennsylvania,20,80,93,68546,6
VM-57,149,117,58,60,9216,64,North Dakota,Alaska,21,79,92,61594,6
VM-53,108,115,53,49,8192,56,North Dakota,Nevada,5,95,94,68975,6
VM-59,174,112,56,23,7168,55,Illinois,Colorado,38,62,90,63713,6
VM-53,105,164,17,24,9216,64,New Mexico,North Carolina,75,25,91,60566,6
VM-59,121,116,2,55,9216,65,Michigan,Pennsylvania,64,36,92,61299,6
VM-51,112,174,48,52,8192,56,Nevada,New Mexico,39,61,100,69039,6
VM-52,159,150,10,71,9216,56,Virginia,Arkansas,44,56,99,60661,6
VM-58,161,149,2,19,7168,60,Kentucky,Iowa,63,37,99,61919,6
VM-57,175,160,55,41,8192,58,North Carolina,Maine,79,21,92,69076,6
VM-59,122,104,28,37,7168,51,Oregon,Nevada,63,37,97,61009,6
VM-57,163,140,21,21,9216,50,Oklahoma,Vermont,73,27,95,64495,6
VM-53,140,103,7,70,8192,54,Missouri,Vermont,99,1,92,61956,6
VM-51,143,111,12,19,7168,58,Missouri,New Hampshire,38,62,90,64099,6
VM-58,117,146,57,50,8192,57,Tennessee,Ohio,42,58,96,65260,6
VM-52,169,156,66,74,8192,53,Louisiana,Illinois,52,48,93,62224,6
VM-54,171,138,15,38,7168,65,Connecticut,Georgia,98,2,99,64286,6
VM-51,135,151,75,69,8192,54,Georgia,Minnesota,2,98,94,66914,6
VM-54,115,159,14,41,8192,62,Louisiana,Georgia,92,8,91,69050,6
VM-55,127,171,56,72,9216,53,Texas,Ohio,89,11,97,63174,6
VM-58,105,109,72,18,9216,59,Nebraska,South Dakota,2,98,99,68164,6
VM-58,127,163,21,52,7168,56,Connecticut,Ohio,87,13,92,68305,6
VM-58,161,150,21,13,9216,56,Kentucky,Florida,73,27,93,66661,6
VM-57,173,108,62,7,7168,55,West Virginia,Colorado,46,54,91,60094,6
VM-60,151,142,58,29,7168,60,Oregon,Arizona,58,42,98,69446,6
VM-51,162,106,15,38,7168,62,Missouri,Pennsylvania,58,42,91,60011,6
VM-53,169,143,29,64,9216,56,Utah,Texas,76,24,90,65345,6
VM-55,119,160,16,7,8192,60,South Carolina,Indiana,81,19,94,65891,6
VM-55,142,168,67,2,7168,51,Utah,Delaware,69,31,92,67748,6
VM-52,160,147,46,9,8192,60,North Carolina,Louisiana,74,26,92,69994,6
VM-58,129,149,21,35,7168,64,South Carolina,Illinois,9,91,95,65450,6
VM-52,132,154,50,31,7168,58,Oklahoma,Connecticut,92,8,92,61471,6
VM-60,169,141,52,55,8192,65,Massachusetts,Alabama,30,70,100,65414,6
VM-53,156,132,43,9,8192,58,Illinois,Minnesota,76,24,94,69526,6
VM-54,115,134,67,68,9216,56,Montana,Wisconsin,25,75,99,67267,6
VM-52,174,134,35,8,7168,51,Mississippi,Arkansas,35,65,98,66397,6
VM-54,159,112,54,18,7168,53,Massachusetts,Washington,80,20,93,67595,6
VM-53,114,140,63,63,9216,52,Washington,Oklahoma,53,47,91,64802,6
VM-58,169,141,33,21,8192,60,North Dakota,North Carolina,20,80,90,63216,6
VM-58,132,137,63,23,8192,52,Oklahoma,South Dakota,43,57,99,68560,6
VM-55,108,143,45,36,7168,61,Georgia,New Jersey,33,67,95,61668,6
VM-56,136,155,11,62,7168,64,Maine,Connecticut,41,59,97,63807,6
VM-59,123,104,16,66,8192,52,Colorado,Ohio,60,40,92,65886,6
VM-59,165,116,56,7,7168,61,Minnesota,Georgia,87,13,97,60792,6
VM-60,118,155,37,47,8192,56,Massachusetts,Massachusetts,15,85,99,66634,6
VM-53,105,127,7,21,7168,64,South Dakota,Iowa,68,32,90,64861,6
VM-56,167,102,20,25,7168,50,Alabama,Indiana,63,37,93,61206,6
VM-59,117,127,34,7,8192,59,Idaho,Minnesota,11,89,93,62300,6
VM-53,115,101,56,53,8192,53,Illinois,New Hampshire,19,81,92,61318,6
VM-59,104,150,23,39,8192,60,North Dakota,Mississippi,50,50,99,66265,6
VM-52,100,147,11,49,8192,54,New Hampshire,New York,11,89,94,69999,6
VM-52,132,125,42,15,8192,62,Pennsylvania,Oregon,99,1,93,62632,6
VM-51,118,171,9,69,7168,53,California,New York,52,48,93,67422,6
VM-53,143,106,18,47,7168,51,Florida,Michigan,83,17,96,63174,6
VM-59,113,141,58,2,7168,63,Connecticut,Minnesota,85,15,94,64316,6
VM-52,151,136,35,12,7168,64,Montana,Vermont,66,34,99,61112,6
VM-52,147,133,2,62,8192,51,Florida,Mississippi,43,57,99,63275,6
VM-55,109,118,68,33,9216,60,Connecticut,Utah,20,80,94,64609,6
VM-59,112,115,2,65,9216,58,Tennessee,Maryland,44,56,99,68445,6
VM-53,164,142,56,66,9216,57,Montana,Massachusetts,63,37,96,69530,6
VM-55,130,156,69,74,9216,52,Vermont,South Dakota,53,47,96,66790,6
VM-57,156,169,73,11,8192,62,Utah,Ohio,4,96,93,66213,6
VM-60,152,128,5,38,7168,52,Kentucky,Arizona,99,1,96,68555,6
VM-53,161,167,3,69,7168,51,Kansas,Wyoming,30,70,96,69957,6
VM-53,149,153,72,4,8192,64,Alaska,New Jersey,23,77,99,63258,6
VM-58,173,132,29,26,7168,61,Tennessee,Oklahoma,76,24,93,64325,6
VM-52,118,121,16,6,8192,56,Maryland,Maine,47,53,93,67589,6
VM-58,107,117,73,9,9216,57,Maine,Tennessee,88,12,95,62711,6
VM-52,152,160,68,43,9216,61,California,Wyoming,31,69,96,62779,6
VM-59,155,157,26,65,7168,62,Missouri,Michigan,18,82,93,65603,6
VM-60,121,137,24,55,8192,60,California,Arizona,79,21,93,61107,6
VM-51,111,136,23,60,7168,61,Iowa,West Virginia,99,1,96,69609,6
VM-53,117,120,2,23,8192,59,Arizona,Iowa,39,61,93,66147,6
VM-57,124,156,42,57,7168,58,North Dakota,New Mexico,86,14,98,68505,6
VM-54,162,111,60,55,9216,63,South Dakota,Rhode Island,75,25,92,64056,6
VM-56,161,136,64,53,7168,58,New Hampshire,Kentucky,41,59,93,64620,6
VM-53,100,117,36,70,8192,60,Colorado,New Mexico,16,84,90,64753,6
VM-59,136,126,8,47,9216,65,Iowa,Texas,85,15,100,69033,6
VM-53,162,151,65,59,9216,62,Arizona,New York,63,37,94,65674,6
VM-52,123,151,74,16,7168,58,Oklahoma,Alaska,37,63,92,60660,6
VM-53,164,159,31,9,8192,61,Alabama,New Hampshire,83,17,99,65833,6
VM-56,104,174,52,67,9216,59,Utah,New Mexico,41,59,90,69106,6
VM-52,117,109,29,42,9216,58,Wisconsin,Iowa,22,78,95,67090,6
VM-57,104,151,62,4,8192,62,Colorado,Michigan,41,59,98,63911,6
VM-58,119,175,63,59,9216,63,Rhode Island,Delaware,39,61,92,67500,6
VM-51,120,170,19,59,9216,62,New Hampshire,Maryland,41,59,93,61267,6
VM-51,109,175,12,71,8192,50,Wyoming,Idaho,8,92,99,64242,6
VM-58,125,127,7,24,8192,65,Kentucky,Minnesota,12,88,91,63895,6
VM-54,108,172,43,46,8192,62,Rhode Island,Louisiana,65,35,92,62946,6
VM-51,169,156,22,38,7168,50,Indiana,Virginia,11,89,99,62730,6
VM-58,163,170,22,31,7168,52,Oregon,Washington,2,98,96,64706,6
VM-52,165,153,41,25,7168,55,New Mexico,California,87,13,90,64113,6
VM-58,166,165,6,64,9216,58,Alaska,Hawaii,16,84,97,63756,6
VM-54,156,168,43,52,8192,50,Delaware,Montana,69,31,99,61233,6
VM-55,115,154,16,63,8192,64,Nevada,Louisiana,77,23,96,62628,6
VM-56,114,172,7,55,7168,58,Idaho,Rhode Island,51,49,96,64447,6
VM-52,170,140,15,1,9216,50,South Dakota,Illinois,62,38,94,68782,6
VM-57,127,155,65,66,8192,51,Ohio,Missouri,94,6,99,69550,6
VM-51,144,137,25,1,8192,60,Maine,Wisconsin,83,17,99,66595,6
VM-53,151,118,67,47,9216,56,Connecticut,Washington,94,6,98,66412,6
VM-52,133,115,25,40,8192,54,Indiana,New Jersey,35,65,95,60816,6
VM-56,129,124,11,62,7168,64,New Hampshire,New York,93,7,93,67243,6
VM-54,124,162,73,68,9216,52,Wisconsin,Massachusetts,77,23,97,68895,6
VM-55,100,130,12,68,8192,65,Minnesota,Missouri,52,48,96,66715,6
VM-52,101,127,7,5,9216,64,Texas,Louisiana,21,79,92,68503,6
VM-58,122,112,12,56,7168,60,Washington,Indiana,88,12,92,68178,6
VM-60,169,110,57,62,7168,54,Oregon,Illinois,71,29,99,69663,6
VM-58,141,165,8,33,7168,60,Florida,New Hampshire,10,90,90,69508,6
VM-51,132,157,60,31,8192,56,Texas,Texas,75,25,99,66027,6
VM-58,166,118,27,71,9216,57,Iowa,Minnesota,10,90,97,64659,6
VM-56,106,137,58,29,9216,51,Illinois,Kansas,97,3,100,69864,6
VM-60,111,142,67,71,8192,57,Montana,Ohio,98,2,93,63835,6
VM-53,127,146,37,7,8192,64,New Mexico,Idaho,45,55,91,65390,6
VM-58,138,170,50,6,7168,58,Wisconsin,South Carolina,41,59,93,69014,6
VM-56,123,156,59,55,7168,62,New Mexico,Delaware,15,85,100,68836,6
VM-53,100,158,75,74,7168,51,New York,Oregon,64,36,99,60269,6
VM-53,139,157,63,3,9216,52,Arkansas,California,70,30,90,61378,6
VM-54,130,151,73,52,9216,64,New Mexico,Maryland,74,26,90,63975,6
VM-58,142,131,63,58,9216,57,New York,Nevada,5,95,95,68892,6
VM-60,149,119,24,8,8192,52,North Dakota,Connecticut,86,14,91,67996,6
VM-59,137,116,66,34,8192,55,Delaware,New York,25,75,94,61077,6
VM-58,131,119,67,56,9216,54,Vermont,Montana,83,17,95,68674,6
VM-53,100,130,73,5,8192,57,Alabama,West Virginia,44,56,95,64473,6
VM-52,113,122,40,66,8192,52,Minnesota,Washington,32,68,93,60952,6
VM-55,112,150,63,31,7168,53,Pennsylvania,Rhode Island,67,33,99,68089,6
VM-54,153,125,18,39,8192,55,Alaska,Arizona,49,51,98,63436,6
VM-56,140,162,12,22,9216,51,Arizona,Mississippi,24,76,97,64619,6
VM-52,158,102,46,1,9216,56,Hawaii,Montana,73,27,92,65312,6
VM-54,124,152,73,71,8192,65,Wisconsin,Maine,28,72,97,62192,6
VM-53,171,122,21,48,9216,55,Rhode Island,New Hampshire,31,69,96,60332,6
VM-52,119,163,20,33,7168,57,Maine,Hawaii,89,11,96,66443,6
VM-60,165,161,53,46,8192,56,Michigan,Alabama,28,72,92,63309,6
VM-60,147,121,44,18,7168,61,Colorado,Nevada,12,88,90,60736,6
VM-54,135,157,53,67,9216,56,Virginia,Missouri,38,62,97,64560,6
VM-56,132,133,6,36,8192,50,Missouri,Rhode Island,70,30,95,64941,6
VM-52,136,144,38,23,8192,56,Kansas,Texas,82,18,100,69732,6
VM-58,153,129,31,4,7168,56,Kansas,Rhode Island,24,76,90,64866,6
VM-51,135,115,62,57,8192,53,Iowa,Arizona,46,54,100,64268,6
VM-57,130,162,35,5,7168,55,Tennessee,Washington,1,99,92,65335,6
VM-55,148,171,66,47,8192,55,Wisconsin,Pennsylvania,98,2,95,64716,6
VM-53,171,154,17,30,8192,53,Minnesota,Connecticut,59,41,100,66187,6
VM-56,142,116,59,73,9216,62,Vermont,Texas,67,33,100,68870,6
VM-53,106,173,57,50,9216,56,Kansas,Hawaii,18,82,91,60904,6
VM-59,152,165,2,57,9216,59,New Jersey,Iowa,22,78,97,62286,6
VM-52,111,110,25,28,8192,63,Montana,Michigan,75,25,92,65524,6
VM-55,104,167,9,5,8192,57,Indiana,Oregon,18,82,90,61446,6
VM-59,165,134,13,69,8192,65,Florida,Oklahoma,88,12,91,64574,6
VM-60,125,144,20,23,7168,65,New York,Oklahoma,28,72,93,68377,6
VM-57,127,111,47,75,8192,59,Oregon,North Dakota,33,67,96,69824,6
VM-59,164,174,45,64,8192,64,Iowa,Florida,91,9,97,64371,6
VM-54,155,145,2,2,7168,64,North Dakota,New York,48,52,92,69042,6
VM-51,151,110,62,6,9216,60,Maine,Minnesota,22,78,97,69332,6
VM-51,150,159,49,23,7168,50,Maryland,Louisiana,29,71,92,63729,6
VM-53,144,139,58,25,7168,57,North Carolina,South Carolina,94,6,94,69262,6
VM-57,173,148,30,46,8192,56,Georgia,West Virginia,57,43,96,64521,6
VM-60,171,120,50,15,9216,64,Minnesota,Massachusetts,56,44,92,65762,6
VM-59,168,117,7,35,9216,64,Oregon,Louisiana,21,79,92,66524,6
VM-60,100,111,47,64,7168,51,Georgia,Indiana,56,44,99,67658,6
VM-53,130,173,56,69,8192,56,Tennessee,Colorado,38,62,95,64355,6
VM-58,169,156,7,73,8192,55,Wisconsin,New Hampshire,74,26,95,67591,6
VM-53,108,138,2,67,7168,53,Ohio,North Dakota,19,81,93,65285,6
VM-52,101,175,33,3,9216,64,Kansas,Connecticut,57,43,98,68904,6
VM-53,172,111,11,8,9216,57,Indiana,Oklahoma,28,72,98,65297,6
VM-52,149,155,2,40,7168,51,New Hampshire,Arkansas,7,93,91,62113,6
VM-54,100,164,39,62,8192,63,New York,North Carolina,62,38,94,62127,6
VM-55,143,171,22,57,8192,61,West Virginia,South Carolina,80,20,95,68875,6
VM-54,145,135,26,9,7168,51,New Jersey,California,20,80,93,60677,6
VM-55,135,125,8,54,7168,50,New Mexico,Michigan,32,68,99,68020,6
VM-59,150,169,2,39,7168,59,Alaska,South Dakota,75,25,95,68915,6
VM-52,139,105,61,18,7168,53,Tennessee,New York,24,76,95,62031,6
VM-53,160,167,40,24,9216,57,North Carolina,Virginia,79,21,97,69374,6
VM-59,159,149,47,66,7168,57,South Carolina,Rhode Island,27,73,99,60980,6
VM-56,165,136,46,16,8192,57,Nebraska,Oregon,38,62,97,64663,6
VM-59,114,125,6,53,7168,53,Idaho,Alabama,40,60,95,69471,6
VM-59,168,153,64,23,9216,57,Maine,Nevada,73,27,100,63835,6
VM-60,168,150,33,54,7168,59,West Virginia,Nevada,91,9,92,62221,6
VM-58,144,140,14,73,8192,65,Wyoming,New York,24,76,92,69618,6
VM-53,124,174,15,51,8192,52,Maine,Arkansas,99,1,100,68763,6
VM-55,150,111,26,40,8192,62,Wyoming,Wyoming,70,30,96,61814,6
VM-51,171,157,19,56,7168,64,Illinois,Utah,78,22,99,65622,6
VM-56,162,134,7,34,8192,53,New Mexico,Arizona,75,25,95,63883,6
VM-51,132,118,53,46,8192,62,Kentucky,Texas,30,70,99,63524,6
VM-57,129,147,21,2,7168,64,North Dakota,South Carolina,53,47,96,61576,6
VM-57,137,126,68,68,9216,61,Nevada,South Carolina,91,9,90,65784,6
VM-56,113,118,70,61,7168,65,Delaware,New Jersey,12,88,90,61103,6
VM-58,119,122,25,74,8192,50,Kentucky,Alaska,79,21,95,66832,6
VM-53,116,106,10,56,7168,52,Vermont,Vermont,51,49,98,62584,6
VM-54,137,168,15,51,9216,51,New York,Arkansas,82,18,94,62747,6
VM-56,155,119,7,40,7168,60,South Dakota,Pennsylvania,64,36,100,65688,6
VM-56,135,124,55,54,9216,61,Tennessee,Virginia,84,16,92,69459,6
VM-52,125,147,23,73,9216,56,Alabama,Georgia,6,94,90,68282,6
VM-51,160,175,65,25,8192,60,New Mexico,Oklahoma,58,42,94,64777,6
VM-52,163,175,28,56,7168,63,Hawaii,Michigan,5,95,93,67788,6
VM-58,119,141,37,8,8192,53,Maine,Massachusetts,88,12,94,68940,6
VM-57,160,120,63,70,8192,52,Illinois,New Hampshire,69,31,92,61432,6
VM-59,174,175,24,60,7168,54,Alaska,Florida,3,97,100,65167,6
VM-54,116,150,28,10,9216,59,New York,Connecticut,90,10,97,63846,6
VM-52,154,172,46,22,7168,51,Pennsylvania,Vermont,90,10,97,60522,6
VM-52,127,143,13,1,9216,59,North Carolina,Kentucky,39,61,91,61140,6
VM-60,120,103,49,54,9216,59,South Carolina,West Virginia,62,38,91,62258,6
VM-58,171,141,44,66,9216,52,Connecticut,Florida,27,73,95,64466,6
VM-55,114,137,36,74,8192,59,Minnesota,South Dakota,68,32,97,68721,6
VM-53,155,117,16,38,8192,57,Wyoming,South Carolina,47,53,98,66727,6
VM-57,175,167,69,66,7168,60,Massachusetts,Kansas,86,14,90,63558,6
VM-51,153,174,75,20,9216,60,Oregon,Wyoming,91,9,96,63166,6
VM-54,109,105,27,23,9216,53,Vermont,Washington,96,4,91,63294,6
